,id_student,gender,region,highest_education,age_band,disability,final_result,score
18730,692354,M,South West Region,A Level or Equivalent,0-35,N,Pass,69.0
18731,692534,M,London Region,Lower Than A Level,0-35,N,Pass,83.0
18732,692646,M,Yorkshire Region,HE Qualification,0-35,N,Pass,77.0
18733,692723,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,98.0
18734,692924,M,Scotland,A Level or Equivalent,0-35,N,Distinction,90.0
18735,692991,M,West Midlands Region,A Level or Equivalent,35-55,N,Pass,83.0
18736,693069,M,Yorkshire Region,HE Qualification,35-55,N,Pass,83.0
18737,693221,M,South East Region,Lower Than A Level,0-35,N,Distinction,90.0
18738,693235,F,South Region,A Level or Equivalent,35-55,N,Pass,89.0
18739,693308,F,North Western Region,Lower Than A Level,0-35,N,Pass,70.0
18740,693416,M,Scotland,A Level or Equivalent,0-35,N,Pass,81.0
18741,693478,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,72.0
18742,693640,M,Scotland,A Level or Equivalent,0-35,N,Pass,89.0
18743,693959,M,South West Region,A Level or Equivalent,35-55,N,Pass,88.0
18744,694132,M,North Western Region,HE Qualification,35-55,N,Pass,85.0
18745,694152,M,North Region,HE Qualification,0-35,N,Pass,73.0
18746,694218,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,83.0
18747,694246,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,93.0
18748,694304,M,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,61.0
18749,694457,F,Scotland,A Level or Equivalent,0-35,N,Fail,73.0
18750,694548,M,North Region,A Level or Equivalent,0-35,N,Withdrawn,
18751,694571,M,Ireland,A Level or Equivalent,0-35,N,Pass,86.0
18752,694589,M,Scotland,HE Qualification,0-35,N,Pass,78.0
18753,694684,M,North Region,HE Qualification,0-35,N,Fail,66.0
18754,694735,F,Wales,HE Qualification,0-35,N,Withdrawn,88.0
18755,694779,M,South Region,A Level or Equivalent,0-35,N,Pass,78.0
18756,694854,M,Scotland,A Level or Equivalent,0-35,N,Pass,80.0
18757,695094,M,South Region,A Level or Equivalent,0-35,N,Withdrawn,83.0
18758,695435,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,92.0
18759,695638,M,Scotland,A Level or Equivalent,0-35,N,Fail,69.0
18760,695644,M,Ireland,HE Qualification,35-55,N,Distinction,89.0
18761,695668,M,Scotland,HE Qualification,0-35,N,Distinction,90.0
18762,695855,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,89.0
18763,695919,M,Scotland,A Level or Equivalent,0-35,N,Pass,78.0
18764,695932,M,Ireland,Lower Than A Level,0-35,N,Fail,77.0
18765,695944,M,Scotland,A Level or Equivalent,0-35,N,Pass,74.0
18766,696044,M,South East Region,A Level or Equivalent,35-55,N,Fail,87.0
18767,696128,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,72.0
18768,696192,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,82.0
18769,696325,M,Ireland,A Level or Equivalent,35-55,N,Fail,92.0
18770,696361,M,Wales,HE Qualification,35-55,N,Pass,93.0
18771,696485,M,Scotland,Lower Than A Level,0-35,N,Pass,76.0
18772,696577,M,Wales,HE Qualification,0-35,N,Pass,83.0
18773,697041,M,Scotland,A Level or Equivalent,0-35,N,Pass,95.0
18774,697113,M,West Midlands Region,Lower Than A Level,35-55,N,Fail,76.0
18775,697461,M,North Western Region,HE Qualification,35-55,N,Distinction,94.0
18776,697482,M,South East Region,A Level or Equivalent,0-35,N,Fail,79.0
18777,697658,M,West Midlands Region,A Level or Equivalent,35-55,N,Distinction,94.0
18778,697781,M,Scotland,HE Qualification,0-35,N,Pass,80.0
18779,698011,F,West Midlands Region,HE Qualification,0-35,N,Pass,87.0
18780,698092,M,London Region,A Level or Equivalent,0-35,N,Fail,44.0
18781,698300,M,Ireland,A Level or Equivalent,0-35,N,Pass,85.0
18782,698413,M,Scotland,HE Qualification,35-55,N,Pass,91.0
18783,698417,M,Scotland,HE Qualification,35-55,N,Pass,72.0
18784,699134,M,North Region,HE Qualification,0-35,N,Distinction,95.0
18785,699135,M,North Region,HE Qualification,0-35,N,Fail,85.0
18786,699136,M,North Region,HE Qualification,35-55,N,Fail,89.0
18787,699142,M,North Region,HE Qualification,35-55,N,Fail,83.0
18788,699170,M,Scotland,A Level or Equivalent,0-35,N,Fail,77.0
18789,699440,M,Ireland,A Level or Equivalent,0-35,N,Distinction,94.0
18790,1334225,F,South Region,Lower Than A Level,55<=,N,Distinction,89.0
18791,1354095,F,South Region,A Level or Equivalent,35-55,N,Pass,80.0
18792,1429504,M,Scotland,A Level or Equivalent,35-55,N,Pass,86.0
18793,1483814,F,East Anglian Region,A Level or Equivalent,35-55,Y,Distinction,91.0
18794,1497822,M,North Western Region,Lower Than A Level,35-55,N,Pass,93.0
18795,1679610,M,South Region,HE Qualification,35-55,N,Distinction,88.0
18796,1797068,M,South Region,Lower Than A Level,35-55,N,Pass,85.0
18797,1878648,M,Scotland,HE Qualification,35-55,N,Pass,93.0
18798,1895288,M,Scotland,A Level or Equivalent,35-55,N,Distinction,94.0
18799,1910737,M,North Region,Lower Than A Level,35-55,N,Pass,87.0
18800,1943214,F,East Anglian Region,Lower Than A Level,35-55,N,Withdrawn,63.0
18801,2004220,M,South Region,A Level or Equivalent,35-55,N,Pass,63.0
18802,2024200,M,Scotland,HE Qualification,35-55,N,Fail,97.0
18803,2050998,M,North Region,A Level or Equivalent,35-55,N,Withdrawn,73.0
18804,2065756,M,South West Region,Lower Than A Level,0-35,N,Pass,86.0
18805,2067969,M,Scotland,HE Qualification,35-55,N,Pass,80.0
18806,2072671,M,South Region,HE Qualification,35-55,Y,Fail,74.0
18807,2137785,M,North Western Region,HE Qualification,35-55,N,Pass,58.0
18808,2151019,M,South West Region,Lower Than A Level,35-55,N,Fail,98.0
18809,2173643,M,South East Region,Lower Than A Level,35-55,N,Pass,93.0
18810,2192061,M,East Midlands Region,HE Qualification,35-55,N,Distinction,96.0
18811,2204389,F,West Midlands Region,HE Qualification,35-55,N,Pass,97.0
18812,2221654,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,92.0
18813,2229389,M,North Region,Lower Than A Level,0-35,Y,Pass,86.0
18814,2230251,M,North Western Region,Lower Than A Level,35-55,N,Pass,56.0
18815,2257400,F,Scotland,Lower Than A Level,0-35,N,Pass,85.0
18816,2258124,M,South Region,A Level or Equivalent,0-35,N,Distinction,89.0
18817,2259662,M,North Region,Lower Than A Level,0-35,N,Pass,89.0
18818,2281441,M,Scotland,Post Graduate Qualification,35-55,N,Pass,91.0
18819,2286544,M,South West Region,A Level or Equivalent,0-35,N,Pass,92.0
18820,2289071,M,Scotland,A Level or Equivalent,0-35,N,Pass,84.0
18821,2290886,M,Scotland,HE Qualification,0-35,N,Pass,85.0
18822,2297016,M,Yorkshire Region,HE Qualification,35-55,N,Pass,95.0
18823,2352407,F,Wales,A Level or Equivalent,35-55,N,Pass,69.0
18824,2355274,M,London Region,A Level or Equivalent,0-35,N,Pass,71.0
18825,2410632,M,London Region,No Formal quals,35-55,N,Fail,83.0
18826,2427886,M,Wales,Lower Than A Level,0-35,N,Fail,77.0
18827,2436584,M,South East Region,A Level or Equivalent,35-55,N,Fail,85.0
18828,2436584,M,South East Region,A Level or Equivalent,35-55,N,Withdrawn,85.0
18829,2442423,M,East Midlands Region,HE Qualification,0-35,N,Pass,85.0
18830,2453691,M,Ireland,Lower Than A Level,0-35,N,Distinction,92.0
18831,2484189,M,Scotland,Lower Than A Level,0-35,N,Withdrawn,59.0
18832,2498614,M,North Western Region,HE Qualification,35-55,N,Withdrawn,84.0
18833,2533383,M,South Region,HE Qualification,35-55,N,Pass,89.0
18834,2535666,M,West Midlands Region,Lower Than A Level,35-55,N,Pass,81.0
18835,2538792,M,South Region,A Level or Equivalent,0-35,Y,Pass,91.0
18836,2542182,M,South West Region,A Level or Equivalent,0-35,N,Pass,90.0
18837,2550960,F,Wales,A Level or Equivalent,35-55,N,Pass,76.0
18838,2579558,M,Ireland,A Level or Equivalent,0-35,N,Withdrawn,54.0
18839,2592973,M,South West Region,Lower Than A Level,0-35,N,Pass,88.0
18840,2599179,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,93.0
18841,2626779,M,Scotland,Post Graduate Qualification,0-35,N,Pass,90.0
18842,2627992,M,South Region,A Level or Equivalent,35-55,N,Pass,94.0
18843,2639115,M,South Region,Lower Than A Level,0-35,N,Pass,84.0
18844,2654928,M,South Region,Lower Than A Level,0-35,N,Pass,85.0
18845,2663195,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,85.0
18846,2686053,M,South West Region,A Level or Equivalent,35-55,N,Distinction,87.0
18847,33915,F,South East Region,A Level or Equivalent,0-35,N,Distinction,92.0
18848,35544,M,Wales,A Level or Equivalent,35-55,N,Pass,88.0
18849,35860,M,South West Region,A Level or Equivalent,0-35,N,Pass,83.0
18850,37298,M,Ireland,HE Qualification,0-35,N,Pass,85.0
18851,42668,M,London Region,Lower Than A Level,35-55,N,Pass,79.0
18852,43273,M,East Midlands Region,HE Qualification,35-55,N,Pass,76.0
18853,43430,M,South West Region,A Level or Equivalent,35-55,N,Pass,87.0
18854,53197,F,North Western Region,No Formal quals,0-35,N,Fail,0.0
18855,53709,M,Wales,A Level or Equivalent,0-35,N,Withdrawn,79.0
18856,53709,M,Wales,A Level or Equivalent,0-35,N,Pass,79.0
18857,55450,M,South East Region,A Level or Equivalent,35-55,N,Fail,75.0
18858,58549,M,North Region,A Level or Equivalent,0-35,N,Distinction,93.0
18859,60519,F,London Region,A Level or Equivalent,35-55,N,Withdrawn,72.0
18860,65656,M,West Midlands Region,A Level or Equivalent,35-55,N,Pass,77.0
18861,68208,M,Scotland,HE Qualification,35-55,N,Fail,57.0
18862,71578,M,South Region,A Level or Equivalent,0-35,N,Pass,75.0
18863,72693,F,Yorkshire Region,Lower Than A Level,0-35,Y,Pass,79.0
18864,74113,M,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,62.0
18865,77998,M,Ireland,Lower Than A Level,35-55,N,Withdrawn,76.0
18866,77998,M,Ireland,Lower Than A Level,35-55,N,Pass,76.0
18867,80745,F,East Midlands Region,A Level or Equivalent,0-35,Y,Pass,81.0
18868,80886,M,North Western Region,Lower Than A Level,35-55,N,Withdrawn,93.0
18869,82556,M,Ireland,Lower Than A Level,0-35,N,Fail,79.0
18870,82817,F,London Region,HE Qualification,35-55,N,Pass,80.0
18871,84051,M,Wales,A Level or Equivalent,0-35,N,Fail,78.0
18872,86538,M,West Midlands Region,Lower Than A Level,0-35,Y,Withdrawn,69.0
18873,87152,M,East Anglian Region,Lower Than A Level,0-35,Y,Pass,83.0
18874,89895,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,80.0
18875,96729,M,London Region,A Level or Equivalent,0-35,N,Pass,86.0
18876,99993,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,77.0
18877,101306,M,London Region,A Level or Equivalent,35-55,N,Fail,49.0
18878,107162,F,South Region,A Level or Equivalent,35-55,N,Distinction,87.0
18879,108330,M,West Midlands Region,A Level or Equivalent,35-55,N,Pass,59.0
18880,110085,M,Ireland,Lower Than A Level,0-35,N,Fail,69.0
18881,110116,M,East Midlands Region,HE Qualification,0-35,N,Pass,85.0
18882,111775,M,Ireland,HE Qualification,35-55,N,Pass,89.0
18883,115373,M,South Region,Lower Than A Level,0-35,N,Pass,82.0
18884,118532,M,South East Region,Lower Than A Level,0-35,N,Pass,87.0
18885,118668,M,East Anglian Region,HE Qualification,35-55,N,Pass,79.0
18886,125996,M,North Western Region,A Level or Equivalent,0-35,N,Pass,79.0
18887,126088,M,London Region,HE Qualification,35-55,N,Fail,38.0
18888,128142,M,South West Region,A Level or Equivalent,35-55,N,Fail,70.0
18889,128791,M,West Midlands Region,Lower Than A Level,35-55,N,Withdrawn,60.0
18890,130403,F,London Region,Lower Than A Level,35-55,N,Pass,65.0
18891,131272,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,76.0
18892,134260,M,South Region,A Level or Equivalent,0-35,N,Pass,85.0
18893,135075,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,85.0
18894,139949,F,South West Region,Lower Than A Level,0-35,N,Pass,92.0
18895,140866,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,87.0
18896,140907,M,North Region,No Formal quals,0-35,N,Pass,80.0
18897,142339,F,East Anglian Region,Post Graduate Qualification,35-55,N,Distinction,93.0
18898,143350,F,South West Region,A Level or Equivalent,0-35,N,Pass,81.0
18899,144747,M,London Region,HE Qualification,0-35,N,Distinction,86.0
18900,146679,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,74.0
18901,147168,M,North Region,A Level or Equivalent,35-55,N,Pass,79.0
18902,149567,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,76.0
18903,149680,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,85.0
18904,149693,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,73.0
18905,150763,M,North Region,Lower Than A Level,35-55,N,Pass,77.0
18906,151465,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,71.0
18907,153110,M,Scotland,HE Qualification,35-55,N,Fail,70.0
18908,153785,F,North Western Region,Lower Than A Level,0-35,Y,Pass,83.0
18909,155511,M,South East Region,A Level or Equivalent,0-35,N,Distinction,84.0
18910,157308,F,South West Region,HE Qualification,0-35,N,Pass,67.0
18911,160193,M,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,71.0
18912,161658,F,West Midlands Region,Lower Than A Level,0-35,N,Fail,57.0
18913,165617,M,London Region,HE Qualification,0-35,N,Fail,65.0
18914,165806,F,London Region,A Level or Equivalent,0-35,N,Fail,57.0
18915,166327,M,East Midlands Region,Lower Than A Level,0-35,Y,Pass,81.0
18916,166421,M,South Region,Lower Than A Level,0-35,N,Pass,86.0
18917,167557,M,East Anglian Region,A Level or Equivalent,0-35,Y,Withdrawn,89.0
18918,167759,M,Yorkshire Region,A Level or Equivalent,35-55,N,Fail,65.0
18919,169490,M,London Region,Lower Than A Level,0-35,N,Fail,75.0
18920,169858,M,South East Region,A Level or Equivalent,0-35,N,Pass,79.0
18921,170165,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,75.0
18922,174436,F,Wales,Lower Than A Level,35-55,N,Fail,
18923,174805,F,Scotland,A Level or Equivalent,35-55,N,Withdrawn,78.0
18924,180974,M,South West Region,A Level or Equivalent,35-55,N,Withdrawn,78.0
18925,180974,M,South West Region,A Level or Equivalent,35-55,N,Pass,78.0
18926,181508,M,Ireland,HE Qualification,0-35,N,Pass,82.0
18927,181992,M,North Western Region,Lower Than A Level,0-35,N,Pass,66.0
18928,182468,M,West Midlands Region,A Level or Equivalent,0-35,N,Fail,63.0
18929,185496,M,Wales,Lower Than A Level,0-35,N,Fail,75.0
18930,186380,M,East Anglian Region,HE Qualification,0-35,N,Distinction,90.0
18931,189720,M,Ireland,Lower Than A Level,0-35,N,Fail,51.0
18932,190653,F,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,88.0
18933,193193,M,West Midlands Region,A Level or Equivalent,0-35,N,Fail,74.0
18934,193834,M,North Region,Lower Than A Level,0-35,N,Pass,66.0
18935,198257,M,North Western Region,Lower Than A Level,0-35,N,Withdrawn,92.0
18936,199244,F,South Region,A Level or Equivalent,35-55,N,Pass,79.0
18937,199446,M,East Anglian Region,HE Qualification,0-35,N,Pass,93.0
18938,200773,M,North Region,Lower Than A Level,0-35,N,Fail,60.0
18939,202487,M,Wales,A Level or Equivalent,35-55,N,Distinction,91.0
18940,203050,F,South East Region,A Level or Equivalent,35-55,N,Pass,70.0
18941,227401,M,North Region,Lower Than A Level,0-35,N,Fail,71.0
18942,228703,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,82.0
18943,230279,M,London Region,Lower Than A Level,0-35,N,Pass,84.0
18944,230684,M,North Western Region,Lower Than A Level,0-35,Y,Fail,73.0
18945,232675,M,West Midlands Region,HE Qualification,0-35,N,Fail,68.0
18946,232764,F,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,68.0
18947,232764,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,68.0
18948,234196,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,64.0
18949,234609,F,South West Region,Lower Than A Level,35-55,N,Pass,88.0
18950,234661,M,South Region,Lower Than A Level,0-35,N,Withdrawn,87.0
18951,234661,M,South Region,Lower Than A Level,0-35,N,Pass,87.0
18952,234727,F,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,93.0
18953,236844,M,North Western Region,A Level or Equivalent,35-55,N,Pass,74.0
18954,237401,M,London Region,A Level or Equivalent,35-55,N,Pass,76.0
18955,237953,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,64.0
18956,238901,M,East Midlands Region,Lower Than A Level,0-35,Y,Fail,71.0
18957,239540,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,74.0
18958,239748,M,South East Region,Lower Than A Level,0-35,N,Fail,73.0
18959,240024,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,78.0
18960,241166,M,South Region,A Level or Equivalent,0-35,N,Fail,69.0
18961,243600,M,London Region,Lower Than A Level,0-35,N,Fail,82.0
18962,243657,M,Wales,Lower Than A Level,35-55,N,Distinction,87.0
18963,244114,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,72.0
18964,244816,M,North Western Region,Lower Than A Level,35-55,N,Withdrawn,51.0
18965,244918,M,London Region,HE Qualification,35-55,N,Pass,82.0
18966,246112,M,North Region,A Level or Equivalent,0-35,N,Fail,44.0
18967,247666,M,North Western Region,A Level or Equivalent,0-35,N,Pass,90.0
18968,247856,M,South Region,Lower Than A Level,0-35,N,Pass,88.0
18969,249362,M,Ireland,HE Qualification,35-55,N,Distinction,88.0
18970,249570,F,East Midlands Region,Lower Than A Level,0-35,N,Fail,92.0
18971,252041,M,South Region,Lower Than A Level,35-55,N,Fail,75.0
18972,252095,F,South Region,Lower Than A Level,35-55,N,Pass,95.0
18973,254044,M,South East Region,A Level or Equivalent,0-35,N,Pass,83.0
18974,254162,M,East Anglian Region,Lower Than A Level,0-35,N,Fail,66.0
18975,254325,M,East Anglian Region,HE Qualification,35-55,N,Fail,70.0
18976,254463,F,North Western Region,A Level or Equivalent,0-35,N,Pass,66.0
18977,255344,F,London Region,A Level or Equivalent,0-35,N,Pass,82.0
18978,261335,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,82.0
18979,263697,F,Ireland,Lower Than A Level,0-35,N,Withdrawn,76.0
18980,265112,M,London Region,HE Qualification,35-55,N,Pass,86.0
18981,265855,F,Scotland,Lower Than A Level,35-55,N,Pass,76.0
18982,266559,M,North Western Region,A Level or Equivalent,0-35,N,Fail,70.0
18983,267602,M,East Midlands Region,A Level or Equivalent,0-35,N,Distinction,93.0
18984,269243,F,South Region,A Level or Equivalent,35-55,N,Pass,80.0
18985,269593,M,South West Region,Lower Than A Level,0-35,N,Fail,47.0
18986,269677,M,North Western Region,A Level or Equivalent,35-55,N,Fail,80.0
18987,273605,M,London Region,Lower Than A Level,35-55,N,Fail,56.0
18988,275151,M,London Region,HE Qualification,0-35,N,Distinction,84.0
18989,276314,F,London Region,A Level or Equivalent,0-35,N,Fail,69.0
18990,277044,M,London Region,Lower Than A Level,35-55,N,Distinction,86.0
18991,278282,M,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,84.0
18992,281651,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,69.0
18993,282879,F,Scotland,HE Qualification,0-35,N,Pass,87.0
18994,283050,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,65.0
18995,283055,F,London Region,A Level or Equivalent,35-55,N,Withdrawn,50.0
18996,283230,M,North Region,A Level or Equivalent,0-35,N,Pass,86.0
18997,283348,M,North Region,HE Qualification,35-55,N,Pass,65.0
18998,284395,M,London Region,A Level or Equivalent,35-55,N,Withdrawn,72.0
18999,284395,M,London Region,A Level or Equivalent,35-55,N,Pass,72.0
19000,285391,M,London Region,A Level or Equivalent,0-35,N,Pass,80.0
19001,285996,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,87.0
19002,286422,M,Scotland,A Level or Equivalent,0-35,N,Pass,86.0
19003,287099,F,West Midlands Region,A Level or Equivalent,35-55,N,Pass,72.0
19004,289618,M,Wales,A Level or Equivalent,35-55,N,Withdrawn,97.0
19005,289618,M,Wales,A Level or Equivalent,35-55,N,Withdrawn,97.0
19006,290252,M,Yorkshire Region,HE Qualification,0-35,N,Withdrawn,78.0
19007,291159,M,East Anglian Region,Lower Than A Level,0-35,N,Fail,56.0
19008,291960,M,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,82.0
19009,294679,M,Yorkshire Region,Lower Than A Level,35-55,N,Withdrawn,68.0
19010,299237,F,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,76.0
19011,300264,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,69.0
19012,301298,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,87.0
19013,302924,F,London Region,HE Qualification,0-35,N,Pass,85.0
19014,303288,M,South Region,Lower Than A Level,0-35,N,Fail,58.0
19015,303595,M,Wales,A Level or Equivalent,0-35,N,Pass,92.0
19016,307689,F,South East Region,A Level or Equivalent,35-55,N,Distinction,90.0
19017,308363,F,North Western Region,A Level or Equivalent,0-35,N,Pass,70.0
19018,309048,M,London Region,A Level or Equivalent,35-55,N,Fail,62.0
19019,313975,F,Scotland,Lower Than A Level,35-55,N,Distinction,88.0
19020,314507,M,Ireland,HE Qualification,35-55,N,Pass,78.0
19021,314548,M,North Region,Lower Than A Level,0-35,N,Pass,76.0
19022,315945,M,London Region,A Level or Equivalent,0-35,N,Pass,76.0
19023,318241,M,South Region,A Level or Equivalent,35-55,N,Fail,85.0
19024,319563,F,South East Region,A Level or Equivalent,35-55,N,Fail,62.0
19025,319884,F,South Region,A Level or Equivalent,35-55,N,Pass,87.0
19026,320251,M,South East Region,Lower Than A Level,0-35,N,Fail,76.0
19027,322106,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,70.0
19028,322985,F,North Region,Post Graduate Qualification,0-35,N,Pass,83.0
19029,323809,M,South Region,A Level or Equivalent,0-35,Y,Pass,88.0
19030,324305,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,72.0
19031,324447,F,Scotland,HE Qualification,0-35,N,Pass,90.0
19032,327650,F,Scotland,HE Qualification,0-35,Y,Pass,67.0
19033,327797,F,South West Region,Lower Than A Level,0-35,N,Withdrawn,68.0
19034,328476,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,76.0
19035,331318,M,East Midlands Region,A Level or Equivalent,0-35,N,Fail,53.0
19036,331883,M,Ireland,A Level or Equivalent,0-35,N,Pass,84.0
19037,332668,M,North Western Region,Lower Than A Level,0-35,N,Fail,90.0
19038,333346,M,South West Region,HE Qualification,35-55,N,Withdrawn,84.0
19039,333832,M,North Western Region,Lower Than A Level,35-55,N,Fail,70.0
19040,334134,F,Scotland,Lower Than A Level,0-35,N,Fail,49.0
19041,334224,M,North Western Region,Lower Than A Level,0-35,Y,Fail,48.0
19042,334224,M,North Western Region,Lower Than A Level,0-35,Y,Withdrawn,48.0
19043,334224,M,North Western Region,Lower Than A Level,0-35,Y,Withdrawn,48.0
19044,335242,M,East Anglian Region,A Level or Equivalent,35-55,N,Distinction,97.0
19045,336258,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,73.0
19046,336362,M,East Anglian Region,Lower Than A Level,0-35,Y,Fail,75.0
19047,337189,M,East Anglian Region,Lower Than A Level,35-55,N,Pass,83.0
19048,338089,M,East Anglian Region,Lower Than A Level,0-35,N,Fail,78.0
19049,340496,M,South Region,A Level or Equivalent,35-55,Y,Pass,87.0
19050,342125,M,London Region,HE Qualification,35-55,N,Withdrawn,68.0
19051,342125,M,London Region,HE Qualification,35-55,N,Pass,68.0
19052,342475,M,East Anglian Region,A Level or Equivalent,0-35,Y,Fail,69.0
19053,343913,M,London Region,A Level or Equivalent,0-35,N,Fail,70.0
19054,345064,M,Ireland,A Level or Equivalent,35-55,N,Pass,87.0
19055,346207,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,84.0
19056,346853,M,North Western Region,Lower Than A Level,35-55,N,Fail,85.0
19057,348986,M,Ireland,A Level or Equivalent,0-35,N,Pass,77.0
19058,349359,M,North Region,HE Qualification,35-55,N,Withdrawn,83.0
19059,349908,M,East Anglian Region,HE Qualification,35-55,N,Pass,71.0
19060,350660,F,London Region,HE Qualification,35-55,N,Pass,81.0
19061,351034,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,88.0
19062,351378,F,London Region,HE Qualification,0-35,N,Fail,72.0
19063,351500,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,77.0
19064,353018,M,South Region,HE Qualification,0-35,N,Pass,78.0
19065,353221,M,North Western Region,Lower Than A Level,35-55,N,Pass,71.0
19066,354171,F,Scotland,HE Qualification,35-55,N,Pass,88.0
19067,354173,M,South West Region,Lower Than A Level,0-35,Y,Withdrawn,74.0
19068,354992,M,South Region,Lower Than A Level,0-35,N,Fail,72.0
19069,355738,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,82.0
19070,357219,F,London Region,A Level or Equivalent,0-35,N,Pass,78.0
19071,357297,M,Yorkshire Region,Lower Than A Level,35-55,N,Pass,77.0
19072,358808,M,Wales,A Level or Equivalent,0-35,N,Fail,74.0
19073,359156,M,East Anglian Region,A Level or Equivalent,0-35,Y,Distinction,90.0
19074,359417,M,North Western Region,Lower Than A Level,0-35,N,Fail,68.0
19075,359640,F,South West Region,A Level or Equivalent,0-35,N,Pass,78.0
19076,359883,M,South Region,Lower Than A Level,0-35,N,Pass,81.0
19077,360024,F,Scotland,Lower Than A Level,0-35,N,Withdrawn,66.0
19078,360726,M,Scotland,A Level or Equivalent,0-35,N,Pass,78.0
19079,361837,M,Wales,HE Qualification,35-55,N,Withdrawn,90.0
19080,361837,M,Wales,HE Qualification,35-55,N,Fail,90.0
19081,362668,F,London Region,A Level or Equivalent,0-35,N,Pass,84.0
19082,363749,M,South East Region,A Level or Equivalent,0-35,N,Pass,95.0
19083,366492,M,London Region,A Level or Equivalent,35-55,N,Pass,75.0
19084,366649,F,South East Region,Lower Than A Level,0-35,N,Fail,84.0
19085,367696,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,82.0
19086,368507,F,North Western Region,A Level or Equivalent,0-35,N,Fail,68.0
19087,368886,M,London Region,HE Qualification,0-35,N,Fail,88.0
19088,369811,M,North Region,HE Qualification,0-35,N,Pass,71.0
19089,370312,M,London Region,A Level or Equivalent,0-35,Y,Pass,72.0
19090,371169,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,78.0
19091,371787,F,Ireland,Post Graduate Qualification,0-35,N,Pass,74.0
19092,373135,M,South West Region,Lower Than A Level,0-35,N,Pass,83.0
19093,373613,F,West Midlands Region,Lower Than A Level,0-35,Y,Fail,72.0
19094,376109,F,North Western Region,A Level or Equivalent,0-35,N,Fail,81.0
19095,377046,F,South East Region,Lower Than A Level,35-55,N,Withdrawn,92.0
19096,377244,M,North Western Region,A Level or Equivalent,0-35,N,Pass,88.0
19097,377274,M,London Region,No Formal quals,0-35,N,Pass,87.0
19098,378884,M,South West Region,Lower Than A Level,0-35,N,Pass,87.0
19099,378950,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,91.0
19100,379234,M,South Region,Lower Than A Level,0-35,N,Fail,55.0
19101,379558,M,Scotland,A Level or Equivalent,0-35,N,Pass,74.0
19102,381365,M,North Western Region,Lower Than A Level,0-35,N,Withdrawn,73.0
